,taxon_oid,Domain,Status,Study Name,Genome Name,Sequencing Center,IMG Genome ID ,Phylum,Class,Order,Family,Genus,Species,High Quality,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Habitat,Isolation,Type Strain,Uncultured Type,Genome Size   * assembled,Gene Count   * assembled,pfam00072,pfam00183,pfam00204,pfam00512,pfam02518,pfam07536,pfam07568,pfam07730,pfam13581,pfam13589,pfam13941,pfam14501,hamp_hk,ratio,hybrid,percent_hybrid
1028,2534682365,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Mycoplasma salivarium ATCC 23064,DOE Joint Genome Institute (JGI),2534682365,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma salivarium,Yes,Host-associated,Human,Oral,Digestive system,"Host, Human, Human oral cavity, Human saliva",saliva,Yes,,713526,666,0,0,3,0,2,0,0,0,0,0,0,0,-1,0,20,26.31578947
580,2561511095,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Mycoplasma simbae ATCC 49888,DOE Joint Genome Institute (JGI),2561511095,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma simbae,Yes,Host-associated,Animal,Unclassified,Respiratory system,Host,"throat of lion, England",Yes,,852572,712,0,0,2,0,2,0,0,0,0,0,0,0,0,#DIV/0!,25,33.78378378
85,2556921098,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Mycoplasma spumans ATCC 19526,DOE Joint Genome Institute (JGI),2556921098,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma spumans,Yes,Host-associated,Unclassified,Unclassified,Unclassified,Host,vagina of dog,Yes,,840752,723,0,0,2,0,2,0,0,0,0,0,0,0,0,#DIV/0!,23,31.50684932
229,2561511123,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Mycoplasma sturni DSM 22021,DOE Joint Genome Institute (JGI),2561511123,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma sturni,Yes,Host-associated,Birds,Unclassified,Unclassified,"Bird, Host",Conjunctiva of a European starling (Sturnus vulgaris) with conjunctivitis,Yes,,813344,659,0,0,2,0,2,0,0,0,0,0,0,0,0,#DIV/0!,16,25
86,2556921633,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Mycoplasma testudinis ATCC 43263,DOE Joint Genome Institute (JGI),2556921633,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma testudinis,Yes,Host-associated,Unclassified,Unclassified,Unclassified,Host,"turtle cloaca, Testudo graeca",Yes,,1325910,1142,0,0,2,0,2,0,0,0,0,0,0,0,0,#DIV/0!,18,26.47058824
87,2506520050,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Myroides odoratus DSM 2801,DOE Joint Genome Institute (JGI),2506520050,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratus,Yes,Host-associated,Unclassified,Unclassified,Unclassified,"Host, Human",,Yes,,4301842,3892,35,2,3,9,22,0,0,5,0,3,0,1,21,1.666666667,10,25
1233,2597490276,Bacteria,Permanent Draft,Myxosarcina sp. strain GI1 Genome sequencing,Myxosarcina sp. GI1,"National Cheng Kung University, Yourgene Bioscience, Taiwan",2597490276,Cyanobacteria,unclassified,Pleurocapsales,Hyellaceae,Myxosarcina,Myxosarcina sp. GI1,Yes,,,,,"Coastal sea water, Sponge",Marine sponge Terpios hoshinota,Unknown,,7069859,6524,151,1,1,82,100,0,3,5,3,2,0,0,106,1.424528302,16,23.52941176
852,2524614512,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Nakamurella lactea DSM 19367,DOE Joint Genome Institute (JGI),2524614512,Actinobacteria,Actinobacteria,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella lactea,Yes,Environmental,Terrestrial,Unclassified,Geologic,Rock,"rock collected on the parasitic volcano Darangshi Oreum at 300 m above sea level in Jeju island, Republic of Korea",Yes,,5820860,5169,35,0,1,11,21,0,1,18,0,1,0,0,22,1.590909091,1,1.960784314
39,644736393,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Nakamurella multipartita Y-104, DSM 44233",DOE Joint Genome Institute (JGI),644736393,Actinobacteria,Actinobacteria,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella multipartita,Yes,Engineered,Wastewater,Unclassified,Unclassified,"Bioreactor, Sludge",Actived sludge cultured in fed-batch reactors,Yes,,6060298,5471,55,1,1,14,27,0,1,23,1,2,0,0,29,1.896551724,2,5.405405405
40,2515154196,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Neomegalonema perideroedes DSM 15528,DOE Joint Genome Institute (JGI),2515154196,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Neomegalonema,Neomegalonema perideroedes,Yes,Engineered,Wastewater,Unclassified,Unclassified,Sludge,"Micromanipulation from sludge of an industrial WWTP at Grindsted, Denmark.",Yes,,3409949,3092,32,0,2,24,30,0,0,0,0,2,0,0,30,1.066666667,3,6.382978723
1234,2636415546,Bacteria,Permanent Draft,Neosynechococcus sphagnicola CAUP A 1101,Neosynechococcus sphagnicola CAUP A 1101,Palacky University Olomouc,2636415546,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Neosynechococcus,Neosynechococcus sphagnicola,Yes,,,,,,,Unknown,,4331368,4868,78,1,1,48,56,0,0,2,3,1,0,0,58,1.344827586,5,13.88888889
719,2523533624,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Neptunomonas japonica DSM 18939,DOE Joint Genome Institute (JGI),2523533624,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptunomonas,Neptunomonas japonica,Yes,Environmental,Aquatic,Intertidal zone,Marine,"Aquatic, Marine, Sediment",Sediments adjacent to sperm whale carcasses,Yes,,4393591,4272,66,1,2,33,44,0,0,3,1,2,0,0,44,1.5,19,36.53846154
621,2523533556,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Nesiotobacter exalbescens DSM 16456,DOE Joint Genome Institute (JGI),2523533556,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nesiotobacter,Nesiotobacter exalbescens,Yes,Environmental,Aquatic,Saline,Non-marine Saline and Alkaline,"Aquatic, Saline water",Water from hypersaline lagoon,Yes,,4159407,3837,48,0,2,23,31,1,0,0,1,1,0,0,31,1.548387097,5,20.83333333
176,2524023226,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Nesterenkonia alba DSM 19423,DOE Joint Genome Institute (JGI),2524023226,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,Nesterenkonia alba,Yes,Engineered,Industrial production,Unclassified,Unclassified,Chemical reactor,Black liquor treatment system of a cotton pulp mill,Yes,,2591866,2420,17,0,2,3,8,0,1,10,1,0,0,0,8,2.125,,0
913,2523231050,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Nevskia ramosa DSM 11499,DOE Joint Genome Institute (JGI),2523231050,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Nevskiaceae,Nevskia,Nevskia ramosa,Yes,Environmental,Aquatic,Wetlands,Freshwater,"Bog, Wetland",Bog lake,Yes,,4515285,4071,61,1,2,30,45,1,0,4,0,2,0,0,44,1.386363636,,0
420,2565956524,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Nevskia soli DSM 19509,DOE Joint Genome Institute (JGI),2565956524,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Nevskiaceae,Nevskia,Nevskia soli,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,Soil cultivated with Korean ginseng,Yes,,5780610,5153,69,1,2,29,44,0,0,3,1,2,0,0,44,1.568181818,,0
421,2515154175,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Niabella aurantiaca DSM 17617,DOE Joint Genome Institute (JGI),2515154175,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niabella,Niabella aurantiaca,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,"greenhouse soil in Yeoju Region, Republic of Korea",Yes,,5927438,4964,58,1,2,24,37,0,0,11,0,2,0,0,36,1.611111111,3,10.34482759
422,2506783006,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Niabella soli JS13-8, DSM 19437",DOE Joint Genome Institute (JGI),2506783006,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niabella,Niabella soli,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,"Soil, Jeju Island, Republic of Korea",Yes,,4697343,3931,45,1,2,21,34,0,0,7,0,3,0,1,35,1.285714286,2,11.76470588
423,2506520016,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Niastella koreensis GR20-10, DSM 17620",DOE Joint Genome Institute (JGI),2506520016,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,Niastella koreensis,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,Soil cultivated with Korean ginseng; Yeongju region of Korea,Yes,,9033684,7444,161,1,2,65,106,0,3,21,2,2,0,3,113,1.424778761,2,11.11111111
914,2524614677,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Nisaea denitrificans DSM 18348,DOE Joint Genome Institute (JGI),2524614677,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nisaea,Nisaea denitrificans,Yes,Environmental,Aquatic,Unclassified,Freshwater,"Aquatic, Marine, Surface water",Coastal surface waters,Yes,,4626718,4346,48,1,2,42,55,0,0,0,1,2,0,0,55,0.872727273,2,9.090909091
720,649633076,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Nitratifractor salsuginis E9I37-1, DSM 16511",DOE Joint Genome Institute (JGI),649633076,Proteobacteria,Epsilonproteobacteria,Campylobacterales,unclassified,Nitratifractor,Nitratifractor salsuginis,Yes,Environmental,Aquatic,Hydrothermal vents,Marine,"Aquatic, Deep sea, Marine",Deep-sea hydrothermal vent chimney at the summits of the sulfide mounds in the sediment-hosted back-arc hydrothermal system Iheya North,Yes,,2101285,2173,23,1,1,9,17,0,0,0,1,1,0,0,17,1.352941176,22,33.33333333
721,2516493030,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),Nitratiruptor tergarcus DSM 16512,DOE Joint Genome Institute (JGI),2516493030,Proteobacteria,Epsilonproteobacteria,unclassified,unclassified,Nitratiruptor,Nitratiruptor tergarcus,Yes,Environmental,Aquatic,Hydrothermal vents,Marine,"Aquatic, Deep sea, Marine",Deep-sea hydrothermal vent chimney,Yes,,1929433,2039,19,1,1,8,13,0,0,0,1,1,0,0,13,1.461538462,10,23.25581395
622,2513020036,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),Nitriliruptor alkaliphilus DSM 45188,DOE Joint Genome Institute (JGI),2513020036,Actinobacteria,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptor,Nitriliruptor alkaliphilus,Yes,Environmental,Aquatic,Alkaline,Non-marine Saline and Alkaline,"Aquatic, Sediment, Soda lakes",soda lake sediments,Yes,,5558097,5296,72,0,2,31,55,0,1,19,2,0,0,0,56,1.285714286,8,20
544,2524023250,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Niveispirillum irakense DSM 11586,DOE Joint Genome Institute (JGI),2524023250,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Niveispirillum,Niveispirillum irakense,Yes,Host-associated,Plants,Unclassified,Rhizoplane,"Plants, Rice paddies","Rice roots, Oryza sativa",Yes,,5457705,4802,82,1,2,41,56,5,1,1,3,1,0,0,58,1.413793103,15,25.86206897
424,2524614663,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Nocardioides alkalitolerans DSM 16699,DOE Joint Genome Institute (JGI),2524614663,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides alkalitolerans,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,Alkaline serpentinite soil,Yes,,4854484,4657,45,0,2,24,37,0,1,13,6,0,1,0,41,1.097560976,7,17.5
425,2523533541,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Nocardioides halotolerans DSM 19273,DOE Joint Genome Institute (JGI),2523533541,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides halotolerans,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,Farming soil,Yes,,4856512,4734,49,0,2,25,42,0,1,18,4,1,1,0,45,1.088888889,,0
426,2524614651,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Nocardioides insulae DSM 17944,DOE Joint Genome Institute (JGI),2524614651,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides insulae,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,Soil,Yes,,4060447,3724,25,0,2,7,18,0,1,13,1,0,0,0,18,1.388888889,11,21.15384615
427,646564557,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Nocardiopsis dassonvillei dassonvillei DSM 43111,DOE Joint Genome Institute (JGI),646564557,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis dassonvillei,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,soil,Yes,,6543312,5647,59,0,2,20,41,0,1,29,25,0,0,0,65,0.907692308,8,17.0212766
853,2509601026,Bacteria,Permanent Draft,GEBA-PCC,Nodosilinea nodulosa PCC 7104,DOE Joint Genome Institute (JGI),2509601026,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Nodosilinea,Nodosilinea nodulosa,Yes,Environmental,Terrestrial,Unclassified,Geologic,,rock at shoreline,No,,6891283,6470,131,1,1,82,95,0,1,10,3,1,0,0,98,1.336734694,,0
722,639857037,Bacteria,Permanent Draft,Nodularia spumigena CCY9414,Nodularia spumigena CCY9414,J. Craig Venter Institute (JCVI),639857037,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Nodularia,Nodularia spumigena,Yes,Environmental,Aquatic,Unclassified,Marine,"Aquatic, Marine, Surface water","Surface waters of Southern Baltic Sea near Bornholm, Denmark",Unknown,,5316258,4909,60,1,1,37,44,0,1,1,3,3,0,0,49,1.224489796,8,18.18181818
723,2562617131,Bacteria,Finished,Nodularia spumigena CCY9414 Genome sequencing,Nodularia spumigena CCY9414,University of Freiburg,2562617131,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Nodularia,Nodularia spumigena,Yes,Environmental,Aquatic,Unclassified,Marine,"Aquatic, Marine, Surface water","Surface waters of Southern Baltic Sea near Bornholm, Denmark",Unknown,,5465271,5363,61,1,1,35,42,0,1,1,3,3,0,0,47,1.29787234,7,18.91891892
1235,2744054834,Bacteria,Permanent Draft,Genomic and functional analysis of the bloom-forming Nodularia spumigena CENA596,Nodularia spumigena CENA596,Center for Nuclear Energy in Agriculture - University of Sao Paulo,2744054834,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Nodularia,Nodularia spumigena,Yes,,,,,,Shrimp pond,,,5173892,4573,61,1,1,36,49,0,1,1,3,3,0,0,54,1.12962963,13,21.31147541
428,2515154141,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Nonomuraea coxensis DSM 45129,DOE Joint Genome Institute (JGI),2515154141,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea coxensis,Yes,Environmental,Terrestrial,Unclassified,Soil,"Sand, Soil","sandy soil from Cox's Bazar, Bangladesh",Yes,,8996452,8548,97,0,2,33,71,0,1,57,28,0,0,0,98,0.989795918,4,11.11111111
134,648028001,Bacteria,Finished,DOEM_782002,Nostoc azollae 0708,DOE Joint Genome Institute (JGI),648028001,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Trichormus,Trichormus azollae,Yes,Host-associated,Plants,Unclassified,Unclassified,"Aquatic, Host",water fern Azolla filiculoides commonly known as duckweed,Unknown,,5486145,5379,71,1,1,48,49,0,0,1,3,2,0,0,52,1.365384615,6,12.76595745
1236,2648501874,Bacteria,Finished,Nostoc piscinale CENA21,Nostoc piscinale CENA21,University of San Diego,2648501874,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc piscinale,Yes,,,,,,,,,7094556,6779,152,1,1,146,167,0,3,2,5,2,0,0,175,0.868571429,,0
551,642555144,Bacteria,Finished,Nostoc punctiforme ATCC 29133,Nostoc punctiforme PCC 73102,DOE Joint Genome Institute (JGI),642555144,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc punctiforme,Yes,Host-associated,Plants,Unclassified,Rhizome,"Fresh water, Soil","root  section,  Macrozamia  sp.,  Australia,  1973",Unknown,,9059191,6791,171,1,1,137,159,0,2,5,5,2,0,0,166,1.030120482,1,9.090909091
552,2617270889,Bacteria,Draft,Nostoc punctiforme PCC 73102,Nostoc punctiforme PCC 73102,,2617270889,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc punctiforme,Yes,Host-associated,Plants,Unclassified,Rhizome,"Fresh water, Soil","root  section,  Macrozamia  sp.,  Australia,  1973",Unknown,,9064343,7775,168,1,1,133,154,0,2,5,5,2,0,0,161,1.043478261,2,12.5
1237,2671180707,Bacteria,Finished,Complete genome sequence of Nostoc sp. NIES-3756,Nostoc sp. NIES-3756,Toyohashi University of Technology,2671180707,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc sp. NIES-3756,Yes,,,,,,,,,6987571,6044,157,1,1,119,136,0,2,3,5,2,0,0,143,1.097902098,4,13.33333333
915,2503707008,Bacteria,Finished,GEBA-PCC,Nostoc sp. PCC 7107,DOE Joint Genome Institute (JGI),2503707008,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7107,Yes,Environmental,Aquatic,Ponds,Freshwater,"Aquatic, Fresh water, Ponds",shallow pond,Unknown,,6329823,5538,127,1,2,121,140,0,3,2,4,3,0,0,147,0.863945578,2,14.28571429
916,637000199,Bacteria,Finished,Nostoc sp. PCC 7120,Nostoc sp. PCC 7120,Kazusa DNA Research Institute,637000199,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7120,Yes,Environmental,Aquatic,Unclassified,Freshwater,"Aquatic, Fresh water, Soil",fresh water,Unknown,,7211789,6222,135,1,1,114,129,0,3,2,5,2,0,0,137,0.98540146,37,49.33333333
298,2509601032,Bacteria,Finished,GEBA-PCC,Nostoc sp. PCC 7524,DOE Joint Genome Institute (JGI),2509601032,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7524,Yes,Environmental,Aquatic,Unclassified,Thermal springs,"Aquatic, Fresh water, Hot spring","moderate hot spring,  Amparai District, Maha Oya, Sri Lanka, 1973",Unknown,,6718869,5688,111,1,1,95,108,0,4,2,3,4,0,0,117,0.948717949,16,39.02439024
429,2758568003,Bacteria,Finished,Genome sequencing of Nostocales cyanobacterium HT-58-2,Nostocales cyanobacterium HT-58-2,North Carolina State University,2758568003,Cyanobacteria,unclassified,Nostocales,unclassified,unclassified,Nostocales cyanobacterium HT-58-2,Yes,Environmental,Terrestrial,,Soil,,"Nan Madol, Pohnpei soil",,,7899568,6657,143,1,1,100,116,0,0,6,6,2,0,0,122,1.172131148,17,39.53488372
917,2519899638,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Novispirillum itersonii itersonii ATCC 12639,DOE Joint Genome Institute (JGI),2519899638,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Novispirillum,Novispirillum itersonii,Yes,Environmental,Aquatic,Ponds,Freshwater,Aquatic,Pond water,Yes,,4292502,3903,70,1,2,41,52,0,0,0,0,2,0,0,51,1.37254902,,0
918,2523533537,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Novosphingobium acidiphilum DSM 19966,DOE Joint Genome Institute (JGI),2523533537,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium acidiphilum,Yes,Environmental,Aquatic,Wetlands,Freshwater,"Bog, Wetland",Subsurface water from acidic bog lake,Yes,,3709060,3460,32,1,2,14,24,1,0,1,1,2,0,0,24,1.333333333,18,36.73469388
834,2515154075,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project","Novosphingobium nitrogenifigens Y88, DSM 19370",DOE Joint Genome Institute (JGI),2515154075,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium nitrogenifigens,Yes,Engineered,Wastewater,Pulp and paper wastewater,Industrial wastewater,"Aquatic, Paper mill wastewater, Wastewater","pulp and paper waste water, Scion, Rotorua, New Zealand",Yes,,4148973,3807,58,1,2,23,40,0,1,2,1,2,0,0,41,1.414634146,3,20
88,2523533582,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Oceanicaulis alexandrii DSM 11625,DOE Joint Genome Institute (JGI),2523533582,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,Oceanicaulis alexandrii,Yes,Host-associated,Unclassified,Unclassified,Unclassified,"Aquatic, Marine",Culture of Alexandrium tamarense,Yes,,3018426,2889,46,0,2,22,30,0,1,1,1,1,0,0,31,1.483870968,8,25
