,Genome Name,HPK,RR,Hybrid,% Hybrid,RR:HPK Ratio,Genome Size   * assembled,Gene Count   * assembled,taxon_oid,Domain,Status,Study Name,Sequencing Center,Phylum,Class,Order,Family,Genus,Species,Ecosystem*,Ecosystem Category*,Ecosystem Subtype*,Ecosystem Type*,Ecotype*,Habitat*
752,Paucisalibacillus globulus DSM 18846,39.0,39.0,,,1.0,4240041,4281,2528768179,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Bacillaceae,Paucisalibacillus,Paucisalibacillus globulus,Environmental,Terrestrial,Unclassified,Soil,,Soil
753,Pedobacter glucosidilyticus DSM 23534,56.0,42.0,15.0,26.78571429,0.75,4021020,3524,2523533576,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter glucosidilyticus,Environmental,Terrestrial,Unclassified,Soil,,Soil
754,"Pedobacter heparinus HIM 762-3, DSM 2366",59.0,48.0,23.0,38.98305085,0.813559322,5167383,4339,644736398,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter heparinus,Environmental,Terrestrial,Unclassified,Soil,,Soil
755,Pedobacter oryzae DSM 19973,57.0,33.0,12.0,21.05263158,0.578947368,3445768,3122,2523231054,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter oryzae,Environmental,Terrestrial,Unclassified,Agricultural field,,"Rice paddies, Soil"
756,"Peptoniphilus asaccharolyticus UW 228, DSM 20463",15.0,14.0,,,0.933333333,2232586,2268,2503982046,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus asaccharolyticus,Host-associated,Human,Oral,Digestive system,,"Host, Human"
757,Peptoniphilus lacrimalis DSM 7455,14.0,13.0,,,0.9285714290000001,1849203,1809,2519899691,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus lacrimalis,Host-associated,Human,Unclassified,Unclassified,,"Host, Human"
758,Peptostreptococcus anaerobius DSM 2949,11.0,11.0,,,1.0,2108619,2072,2519899669,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus anaerobius,Host-associated,Human,Unclassified,Unclassified,,"Host, Human"
759,Perlucidibaca piscinae DSM 21586,24.0,25.0,5.0,20.83333333,1.041666667,2426333,2399,2524614877,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca,Perlucidibaca piscinae,Environmental,Aquatic,Ponds,Freshwater,,"Aquatic, Fresh water"
760,Phaseolibacter flectens ATCC 12775,12.0,10.0,2.0,16.66666667,0.833333333,2748442,2526,2545555808,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Phaseolibacter,Phaseolibacter flectens,Host-associated,Plants,Unclassified,Unclassified,,Host
761,Phormidesmis sp. BC1401,72.0,61.0,24.0,33.33333333,0.8472222220000001,5551896,5612,2627853604,Bacteria,Draft,Cyanobacteria from the cryosphere,University of Bristol,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Phormidesmis,unclassified,Environmental,Aquatic,,Freshwater,,
762,Phormidium willei BDU 130791,88.0,55.0,34.0,38.63636364,0.625,4600567,4139,2744054668,Bacteria,Draft,Phormidium willei BDU 130791 genome sequencing,Bharathidasan University,Cyanobacteria,unclassified,Oscillatoriales,Oscillatoriaceae,Phormidium,Phormidium willei,,,,,,
763,Photobacterium halotolerans DSM 18316,34.0,45.0,8.0,23.52941176,1.323529412,4691983,4363,2524614658,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium halotolerans,Environmental,Aquatic,Saline,Non-marine Saline and Alkaline,,"Aquatic, Lake, Saline water"
764,Photorhabdus australis DSM 17609,20.0,21.0,5.0,25.0,1.05,4800313,4379,2565956522,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus,Photorhabdus australis,Host-associated,Human,Unclassified,Unclassified,,"Host, Human"
765,Pirellula staleyi DSM 6068,37.0,47.0,9.0,24.32432432,1.27027027,6196199,4825,646311948,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,Pirellula staleyi,Environmental,Aquatic,Unclassified,Freshwater,,"Aquatic, Fresh water"
766,Planctopirus limnophila DSM 3776,34.0,34.0,13.0,38.23529412,1.0,5460085,4372,646564559,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,Planctopirus limnophila,Environmental,Aquatic,Unclassified,Freshwater,,"Aquatic, Fresh water"
767,Planktothricoides sp. SR001,123.0,73.0,50.0,40.6504065,0.593495935,7066705,5950,2636416084,Bacteria,Draft,Planktothricoides sp. SR001,The Singapore Centre on Environmental Life Sciences Engineering,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothricoides,Planktothricoides sp. SR001,Environmental,Aquatic,Lake,Freshwater,,
768,Planktothrix NIVA-CYA405,78.0,59.0,36.0,46.15384615,0.7564102559999999,5499124,4931,2505679099,Bacteria,Permanent Draft,Planktothrix NIVA-CYA405,,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix mougeotii,Environmental,Aquatic,Lentic,Freshwater,,"Aquatic, Fresh water"
769,Planktothrix agardhii NIVA-CYA 126/8,49.0,44.0,20.0,40.81632653,0.8979591840000001,5003944,4325,2503242000,Bacteria,Permanent Draft,Planktothrix agardhii NIVA-CYA 126 aeruginoside biosynthesis gene cluster,University of Innsbruck,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix agardhii,Environmental,Aquatic,Lentic,Freshwater,,"Aquatic, Fresh water, Surface water, Wastewater treatment plant"
772,Planktothrix agardhii NIVA-CYA 34,80.0,58.0,36.0,45.0,0.725,5518623,5009,2506381012,Bacteria,Permanent Draft,Planktothrix agardhii NIVA-CYA 34,University of Oslo,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix agardhii,Environmental,Aquatic,Lentic,Freshwater,,"Aquatic, Fresh water, Lake"
773,Planktothrix agardhii NIVA-CYA 56/3,80.0,59.0,35.0,43.75,0.7375,5507784,4955,2523533592,Bacteria,Permanent Draft,Planktothrix NIVA-CYA 56/3,Norwegian Sequencing Centre (NSC),Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix agardhii,Environmental,Aquatic,Lentic,Freshwater,,"Aquatic, Fresh water, Lake"
774,Planktothrix mougeotii NIVA-CYA 405,78.0,59.0,36.0,46.15384615,0.7564102559999999,5471827,4983,2600254967,Bacteria,Draft,Planktothrix mougeotii NIVA-CYA 405 Genome sequencing,"Norwegian Sequencing Centre (NSC), University of Oslo",Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix mougeotii,,,,,,
777,Planktothrix prolifica NIVA-CYA 540,78.0,60.0,35.0,44.87179487,0.7692307690000001,5574394,4958,2512875029,Bacteria,Permanent Draft,Planktothrix prolifica NIVA-CYA 540,University of Oslo,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix prolifica,Environmental,Aquatic,Lentic,Freshwater,,"Aquatic, Fresh water, Lake"
778,Planktothrix prolifica NIVA-CYA 98,71.0,53.0,30.0,42.25352113,0.7464788729999999,5737366,5050,2506381013,Bacteria,Permanent Draft,Planktothrix rubescens NIVA-CYA 98,"Norwegian Sequencing Centre (NSC), University of Oslo",Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix prolifica,Environmental,Aquatic,Lentic,Freshwater,,"Aquatic, Fresh water, Lake"
779,Planktothrix rubescens NIVA-CYA 407,73.0,54.0,29.0,39.7260274,0.739726027,5398883,4897,2602041655,Bacteria,Draft,Planktothrix rubescens NIVA-CYA 407 Genome sequencing,"Norwegian Sequencing Centre (NSC), University of Oslo",Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix rubescens,,,,,,
780,Planktothrix sp. 585,49.0,43.0,21.0,42.85714286,0.87755102,5266769,4641,2506381002,Bacteria,Permanent Draft,Planctomycetes from Lau Basin,,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothrix,unclassified,Environmental,Aquatic,Lentic,Freshwater,,
781,Planktothrix sp. NIVA-CYA407,73.0,54.0,29.0,39.7260274,0.739726027,5509943,4914,2523533593,Bacteria,Permanent Draft,Planktothrix NIVA-CYA407,,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothrix,unclassified,,,,,,
782,Planktothrix sp. st147,51.0,43.0,21.0,41.17647059,0.843137255,5119248,4675,2507262029,Bacteria,Permanent Draft,Planktothrix sp. st147,University of Oslo,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Planktothrix,unclassified,Environmental,Aquatic,Lentic,Freshwater,,"Fresh water, Lake"
783,Pleomorphomonas koreensis DSM 23070,35.0,47.0,6.0,17.14285714,1.342857143,4620652,4306,2523533619,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,Pleomorphomonas koreensis,Engineered,Lab synthesis,Unclassified,Unclassified,,Lab culture
784,Pleomorphomonas oryzae DSM 16300,49.0,60.0,6.0,12.24489796,1.2244897959999999,5230452,4910,2523231067,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,Pleomorphomonas oryzae,Host-associated,Plants,Unclassified,Rhizoplane,,"Plants, Rice paddies"
785,Pontibacillus halophilus DSM 19796,29.0,30.0,1.0,3.448275862,1.034482759,3672639,3825,2524023244,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Bacillaceae,Pontibacillus,Pontibacillus halophilus,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine"
786,"Pontibacillus marinus BH030004, DSM 16465",37.0,34.0,1.0,2.702702703,0.9189189190000001,4278905,4409,2524023192,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Bacillaceae,Pontibacillus,Pontibacillus marinus,Environmental,Aquatic,Salt crystallizer ponds,Non-marine Saline and Alkaline,,Solar saltern
787,"Pontibacter actiniarum KMM 6156, DSM 19842",48.0,44.0,6.0,12.5,0.916666667,4952578,4387,2502545039,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter actiniarum,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine"
788,Pontibacter roseus DSM 17521,43.0,37.0,7.0,16.27906977,0.860465116,4581480,4053,2515154084,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter roseus,Engineered,Wastewater,Unclassified,Unclassified,,"Aquatic, Wastewater"
789,Ponticaulis koreensis DSM 19734,39.0,42.0,10.0,25.64102564,1.076923077,3400379,3405,2524614539,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Ponticaulis,Ponticaulis koreensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water"
790,Porphyrobacter cryptus DSM 12079,19.0,20.0,3.0,15.78947368,1.052631579,2954426,2903,2523231068,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter cryptus,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Hot spring"
791,"Porphyromonas asaccharolytica VPI 4198, DSM 20707",5.0,5.0,,,1.0,2186370,1777,2504756018,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas asaccharolytica,Host-associated,Unclassified,Unclassified,Unclassified,,Host
792,Porphyromonas bennonis DSM 23058,3.0,2.0,,,0.666666667,2024942,1700,2517093003,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas bennonis,Host-associated,Human,Unclassified,Skin,,"Host, Human"
793,Porphyromonas gulae DSM 15663,8.0,7.0,1.0,12.5,0.875,2315387,2063,2518645603,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gulae,Host-associated,Animal,Unclassified,Digestive system,,Host
794,Porphyromonas levii DSM 23370,5.0,5.0,,,1.0,2518215,2322,2515154110,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas levii,Host-associated,Mammals,Foregut,Digestive system,,"Bovine, Host"
795,Porphyromonas macacae DSM 20710,9.0,7.0,1.0,11.11111111,0.7777777779999999,2214526,1937,2517093006,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas macacae,Host-associated,Animal,Unclassified,Digestive system,,Host
796,Porphyromonas somerae DSM 23386,4.0,4.0,1.0,25.0,1.0,2358166,2076,2515154109,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas somerae,Host-associated,Human,Unclassified,Skin,,"Host, Human"
797,Porphyromonas uenonis DSM 23387,5.0,4.0,1.0,20.0,0.8,2254407,1833,2528311143,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas uenonis,Host-associated,Human,Unclassified,Unclassified,,"Host, Human"
798,Prevotella albensis DSM 11370,16.0,8.0,8.0,50.0,0.5,2670780,2342,2526164514,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella albensis,Host-associated,Mammals,Foregut,Digestive system,,Host
799,Prevotella amnii DSM 23384,5.0,4.0,1.0,20.0,0.8,2394048,2123,2518645615,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella amnii,Host-associated,Human,Unclassified,Unclassified,,"Host, Human"
800,Prevotella baroniae DSM 16972,10.0,6.0,5.0,50.0,0.6,3130730,2584,2526164515,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,Host-associated,Human,Oral,Digestive system,,"Host, Human"
801,"Prevotella bivia 653C, DSM 20514",6.0,6.0,1.0,16.66666667,1.0,2521238,2246,2509601036,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bivia,Host-associated,Human,Unclassified,Skin,,"Host, Human, Human oral cavity"
802,Prevotella brevis ATCC 19188,33.0,9.0,10.0,30.303030300000003,0.272727273,3494592,2787,2556921667,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella brevis,Host-associated,Mammals,Foregut,Digestive system,,Host
803,Prevotella corporis DSM 18810,6.0,5.0,1.0,16.66666667,0.833333333,2805960,2558,2523533623,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella corporis,Host-associated,Human,Unclassified,Reproductive system,,"Host, Human"
804,"Prevotella dentalis ES 2772, DSM 3688",14.0,8.0,6.0,42.85714286,0.571428571,3350206,2726,2509276066,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella dentalis,Host-associated,Human,Oral,Digestive system,,"Host, Human, Human oral cavity"
805,Prevotella denticola DSM 20614,10.0,6.0,4.0,40.0,0.6,3058637,2574,2526164516,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,Host-associated,Human,Oral,Digestive system,,"Host, Human"
